,TCGA.AB.2856.03A,TCGA.AB.2849.03A,TCGA.AB.2971.03A,TCGA.AB.2930.03A,TCGA.AB.2891.03A,TCGA.AB.2872.03A,TCGA.AB.2851.03A,TCGA.AB.3011.03A,TCGA.AB.2949.03B
ENSG00000267764.1,3,2,35,15,11,42,21,26,24
ENSG00000267765.1,2,17,11,5,13,7,8,31,14
ENSG00000267766.1,5,92,23,22,20,16,6,37,25
ENSG00000267767.2,5,449,57,55,30,20,8,96,53
ENSG00000267768.1,0,1,1,1,4,12,0,0,2
ENSG00000267769.1,63,29,29,59,53,82,52,121,51
ENSG00000267770.1,0,0,0,0,0,0,1,0,0
ENSG00000267771.1,0,14,6,4,4,4,3,8,1
ENSG00000267772.1,0,3,0,0,0,1,0,0,0
ENSG00000267773.1,1,0,0,1,1,3,0,0,0
ENSG00000267774.2,0,1,0,0,0,0,0,0,0
ENSG00000267775.1,0,1,0,0,0,4,0,1,0
ENSG00000267776.1,9,62,8,22,4,21,10,17,20
ENSG00000267777.1,0,1,4,0,2,10,1,0,0
ENSG00000267778.1,0,4,1,0,7,6,0,7,4
ENSG00000267779.4,0,3,0,0,0,0,1,1,0
ENSG00000267780.2,0,14,10,19,32,17,8,54,7
ENSG00000267781.1,1,6,8,13,6,8,11,7,9
ENSG00000267782.1,0,0,0,0,0,0,0,0,0
ENSG00000267783.1,5,2,0,4,1,1,8,5,5
ENSG00000267784.1,2,3,6,2,1,13,1,1,4
ENSG00000267786.1,0,5,0,0,2,2,1,1,0
ENSG00000267787.4,212,344,230,821,289,322,315,303,302
ENSG00000267788.1,0,2,2,0,0,0,0,1,0
ENSG00000267789.1,0,0,0,0,0,0,1,0,0
ENSG00000267790.1,1,2,0,0,0,1,0,0,0
ENSG00000267791.1,0,0,0,0,0,0,0,0,0
ENSG00000267792.1,0,0,0,0,0,0,0,0,0
ENSG00000267793.1,34,295,0,0,42,124,0,0,172
ENSG00000267794.1,0,0,0,0,0,0,0,0,0
ENSG00000267795.4,15,6,1,15,27,71,31,0,8
ENSG00000267796.6,165,98,88,178,120,159,144,126,101
ENSG00000267797.1,0,0,0,0,0,0,0,0,0
ENSG00000267799.1,0,1,0,0,14,5,2,1,1
ENSG00000267800.1,15,19,5,18,15,11,10,13,10
ENSG00000267801.1,17,20,6,0,8,1,3,4,13
ENSG00000267808.1,0,1,2,0,2,1,3,1,1
ENSG00000267809.1,39,22,33,48,44,14,32,10,42
ENSG00000267811.1,5,0,10,11,8,9,7,4,8
ENSG00000267815.1,0,0,0,0,0,0,0,0,0
ENSG00000267827.4,1,2,5,1,0,0,2,1,2
ENSG00000267828.1,0,0,0,0,0,0,0,0,0
ENSG00000267834.1,15,15,14,15,21,17,19,24,13
ENSG00000267838.2,121,153,115,200,141,61,151,170,147
ENSG00000267852.1,628,499,333,239,298,368,285,268,94
ENSG00000267855.4,98,116,69,151,70,76,52,66,149
ENSG00000267857.2,0,1,6,0,4,1,2,3,3
ENSG00000267858.4,116,152,137,215,116,189,161,248,130
ENSG00000267868.1,0,18,2,0,0,2,0,9,11
ENSG00000267871.4,31,113,21,105,24,37,40,38,71
ENSG00000267872.1,1,0,2,1,0,0,0,1,0
ENSG00000267874.1,3,18,2,14,10,8,2,9,2
ENSG00000267879.1,0,1,0,0,0,0,0,0,0
ENSG00000267881.1,0,0,0,0,0,0,0,0,0
ENSG00000267882.2,107,88,114,185,95,228,110,147,47
ENSG00000267886.1,40,385,152,280,189,34,43,329,228
ENSG00000267890.1,0,0,0,0,0,2,0,0,0
ENSG00000267892.1,30,10,4,13,8,30,33,27,83
ENSG00000267895.1,2,0,7,4,0,1,21,0,2
ENSG00000267896.1,138,64,127,218,100,193,149,192,131
ENSG00000267898.1,21,31,25,23,33,56,72,65,38
ENSG00000267904.1,190,207,240,155,155,222,198,184,191
ENSG00000267905.4,0,1,0,0,4,3,2,1,0
ENSG00000267908.1,24,12,61,58,49,133,48,46,26
ENSG00000267909.2,0,1,1,1,0,1,0,1,1
ENSG00000267919.1,0,1,1,1,0,0,0,0,1
ENSG00000267920.1,3,83,11,20,14,6,5,49,16
ENSG00000267922.1,0,3,1,0,0,1,0,1,0
ENSG00000267924.1,1,0,11,3,24,42,2,32,24
ENSG00000267927.1,2,6,0,6,10,0,1,5,5
ENSG00000267934.1,80,706,120,161,76,372,92,63,29
ENSG00000267938.1,11,12,22,12,19,54,18,38,22
ENSG00000267939.1,11,7,3,16,13,20,8,5,9
ENSG00000267940.1,5,14,13,38,3,20,13,9,12
ENSG00000267943.1,2,6,2,0,0,1,2,1,1
ENSG00000267952.1,0,0,0,0,0,0,0,1,0
ENSG00000267959.3,4,1,6,10,5,7,10,8,5
ENSG00000267961.1,0,0,0,0,0,1,0,0,0
ENSG00000267968.1,0,0,0,0,0,0,0,0,0
ENSG00000267978.4,0,0,0,0,0,0,0,0,0
ENSG00000267980.1,64,47,49,73,56,91,59,83,59
ENSG00000267984.1,1,0,0,3,1,1,0,0,3
ENSG00000267986.1,1,77,15,3,17,14,3,6,17
ENSG00000267990.1,10,1,25,9,6,1,57,0,8
ENSG00000267992.1,0,0,0,1,0,1,0,0,0
ENSG00000268001.1,453,286,308,547,354,110,643,223,409
ENSG00000268006.1,591,538,420,944,337,833,428,617,573
ENSG00000268009.4,0,0,0,0,0,0,0,0,0
ENSG00000268015.1,3,54,40,15,28,37,28,71,32
ENSG00000268020.3,0,0,0,0,0,13,0,0,0
ENSG00000268027.4,392,175,67,687,384,72,153,50,465
ENSG00000268030.1,161,112,136,207,121,192,187,104,200
ENSG00000268034.1,18,14,5,19,31,7,29,9,29
ENSG00000268036.1,1,5,1,4,0,0,0,2,2
ENSG00000268038.1,0,0,0,0,0,0,0,0,0
ENSG00000268041.1,17,77,95,39,35,53,41,82,31
ENSG00000268043.6,446,1084,1111,1207,600,1079,807,732,1339
ENSG00000268047.1,25,69,62,35,38,63,31,81,26
ENSG00000268049.1,209,147,74,235,144,144,154,186,153
ENSG00000268050.2,0,0,0,0,0,0,0,0,0
ENSG00000268051.1,21,104,66,53,37,48,26,77,35
ENSG00000268053.1,0,2,1,0,0,0,0,0,0
ENSG00000268055.1,1,2,1,0,1,1,0,6,1
ENSG00000268056.4,84,107,100,84,67,159,130,75,65
ENSG00000268058.1,19,186,112,33,53,73,24,101,61
ENSG00000268061.4,81,78,104,100,97,127,143,90,175
ENSG00000268062.1,0,0,0,0,0,0,0,0,0
ENSG00000268066.4,0,10,1,4,7,7,2,1,7
ENSG00000268067.1,0,0,0,0,0,0,0,0,0
ENSG00000268069.2,23,62,43,34,39,15,49,39,26
ENSG00000268070.1,8,37,21,2,26,25,5,21,12
ENSG00000268074.1,0,2,0,0,0,0,0,0,0
ENSG00000268078.1,0,0,0,0,0,0,0,0,0
ENSG00000268079.1,0,0,0,0,0,0,0,0,0
ENSG00000268080.2,0,0,0,0,0,0,0,0,0
ENSG00000268081.1,102,102,85,42,25,25,2,58,28
ENSG00000268083.4,0,0,1,0,1,6,1,0,1
ENSG00000268087.1,105,136,173,104,90,150,94,107,145
ENSG00000268088.1,0,0,1,0,1,0,0,0,0
ENSG00000268089.2,0,209,2,0,1,0,2,4,1
ENSG00000268093.1,52,59,66,63,40,50,42,53,39
ENSG00000268095.1,2,16,4,9,12,8,6,3,6
ENSG00000268100.1,0,5,1,1,2,2,0,2,3
ENSG00000268101.2,0,2,0,0,0,1,0,1,0
ENSG00000268104.2,0,3,0,0,0,0,0,0,1
ENSG00000268105.1,6,88,12,29,21,6,7,60,29
ENSG00000268107.4,0,0,0,2,0,0,0,0,0
ENSG00000268108.1,0,64,0,0,0,0,0,0,0
ENSG00000268112.1,0,0,0,0,0,0,0,0,0
ENSG00000268116.1,0,0,0,1,0,0,0,0,0
ENSG00000268117.1,16,0,0,1,17,28,10,14,30
ENSG00000268119.4,183,1699,404,288,278,892,95,344,64
ENSG00000268120.1,0,0,0,0,0,0,0,0,0
ENSG00000268129.1,7,10,3,3,2,2,1,2,5
ENSG00000268133.1,0,0,0,0,0,0,0,0,0
ENSG00000268140.1,3,8,3,0,3,4,3,1,3
ENSG00000268144.1,4,10,4,12,9,10,3,3,1
ENSG00000268148.1,1,2,0,0,0,1,0,0,0
ENSG00000268149.1,0,0,0,0,0,0,0,0,0
ENSG00000268153.4,0,1,3,1,1,1,1,0,0
ENSG00000268154.2,19,107,29,20,23,10,19,61,55
ENSG00000268157.1,0,0,0,1,0,0,1,1,1
ENSG00000268163.1,9,16,4,11,1,8,9,6,14
ENSG00000268170.2,18,7,16,4,3,15,8,14,5
ENSG00000268173.1,4,1,3,0,6,6,31,7,6
ENSG00000268174.1,1,28,0,0,2,9,2,0,0
ENSG00000268181.3,1,0,0,0,1,0,2,0,1
ENSG00000268182.4,7,27,12,34,55,27,7,18,21
ENSG00000268184.1,0,2,1,0,2,0,0,1,0
ENSG00000268186.1,0,3,1,10,8,2,2,0,2
ENSG00000268187.6,2,1,1,2,1,3,1,0,0
ENSG00000268189.2,142,218,146,159,112,144,119,136,135
ENSG00000268191.1,0,0,0,0,0,0,0,0,0
ENSG00000268193.4,1,0,0,0,1,0,0,0,0
ENSG00000268199.2,7,6,13,4,18,32,16,26,6
ENSG00000268201.1,62,322,97,47,34,201,50,141,149
ENSG00000268203.1,0,0,0,0,0,0,0,0,0
ENSG00000268204.1,67,3,57,122,21,202,102,73,74
ENSG00000268205.1,1317,3044,1678,2401,1243,1804,1181,1460,1973
ENSG00000268209.1,0,0,0,0,0,1,0,0,0
ENSG00000268218.1,217,438,450,284,379,1088,380,643,452
ENSG00000268220.1,0,0,0,0,0,0,0,0,0
ENSG00000268221.4,0,0,0,0,0,0,0,0,0
ENSG00000268222.1,55,146,64,92,102,53,45,43,279
ENSG00000268223.2,1,1,0,1,1,4,0,0,0
ENSG00000268225.1,20,60,27,95,33,48,28,18,25
ENSG00000268230.4,226,227,185,284,134,232,307,170,187
ENSG00000268231.1,0,2,1,1,2,1,0,1,0
ENSG00000268234.1,0,5,1,7,0,2,0,1,1
ENSG00000268235.5,0,0,0,0,0,0,0,0,0
ENSG00000268238.1,0,0,0,0,0,0,0,0,0
ENSG00000268240.1,4,30,33,17,0,9,3,9,9
ENSG00000268243.1,0,0,0,0,0,0,0,0,0
ENSG00000268257.2,4,38,48,8,2,2,47,3,38
ENSG00000268262.1,45,61,20,39,24,50,44,35,45
ENSG00000268266.1,1,5,0,11,3,30,6,5,4
ENSG00000268267.1,0,0,0,0,1,2,2,0,0
ENSG00000268272.1,0,0,2,0,3,6,0,1,0
ENSG00000268278.1,3,39,27,19,1,20,5,1,6
ENSG00000268279.3,76,48,83,80,78,43,94,144,70
ENSG00000268282.1,3,1,3,1,0,1,2,1,0
ENSG00000268287.1,0,7,1,0,1,0,1,0,0
ENSG00000268288.1,3,4,7,2,0,0,0,2,0
ENSG00000268289.1,1,2,0,1,2,3,1,1,3
ENSG00000268292.1,0,0,0,0,0,0,0,0,0
ENSG00000268293.1,8,21,15,9,5,6,4,11,1
ENSG00000268295.1,0,1,2,0,0,1,0,0,0
ENSG00000268296.1,0,0,0,0,0,0,0,0,0
ENSG00000268297.1,1,0,2,0,0,2,0,1,0
ENSG00000268307.1,2,2,0,0,3,1,2,8,1
ENSG00000268309.1,0,0,0,0,0,0,0,0,0
ENSG00000268316.1,1,5,0,1,5,16,0,0,2
ENSG00000268318.4,0,0,1,0,0,8,0,0,0
ENSG00000268320.3,0,0,4,0,0,0,0,9,0
ENSG00000268322.1,59,128,112,53,57,92,48,134,50
ENSG00000268324.2,2,20,0,1,0,1,0,0,6
ENSG00000268326.1,0,0,0,0,1,0,0,0,0
ENSG00000268333.1,3,1,20,4,0,0,3,2,2
ENSG00000268335.1,0,0,0,0,0,0,0,0,0
ENSG00000268336.1,2,3,40,18,37,11,69,4,6
ENSG00000268350.6,11,9,13,13,42,13,22,18,16
ENSG00000268352.1,4,4,2,0,1,2,1,4,1
ENSG00000268355.1,73,15,25,60,47,65,37,20,127
ENSG00000268357.1,41,177,38,99,132,172,47,90,80
ENSG00000268361.1,0,0,0,0,0,0,1,1,1
ENSG00000268362.4,466,2581,885,1199,918,1062,741,1689,1070
ENSG00000268364.1,29,125,195,38,32,731,82,34,314
ENSG00000268366.1,18,5,24,17,25,24,49,21,54
ENSG00000268375.1,10,16,10,9,26,15,9,46,19
ENSG00000268379.1,6,12,14,1,1,10,5,20,10
ENSG00000268388.4,0,497,3,0,1,0,1,4386,0
ENSG00000268390.1,0,0,0,0,0,0,0,0,0
ENSG00000268391.1,0,0,0,0,0,1,0,0,0
ENSG00000268392.1,2,43,11,12,5,25,6,4,20
ENSG00000268400.4,1,1,4,1,2,2,4,2,3
ENSG00000268401.1,2,49,8,9,15,3,8,14,4
ENSG00000268403.2,66,46,80,91,69,114,101,74,197
ENSG00000268407.1,0,0,0,0,0,0,0,0,0
ENSG00000268412.2,6,4,8,5,6,8,5,2,6
ENSG00000268416.1,2,10,3,2,2,2,3,1,1
ENSG00000268423.3,6,19,13,24,15,27,23,15,14
ENSG00000268433.1,63,2,117,8,3,29,11,1,0
ENSG00000268434.4,0,0,0,0,0,0,1,0,1
ENSG00000268438.1,19,191,89,64,34,72,54,128,60
ENSG00000268439.4,123,156,160,241,59,182,159,106,163
ENSG00000268442.1,8,197,44,52,51,139,8,61,76
ENSG00000268447.4,0,0,0,1,0,1,0,0,0
ENSG00000268455.1,0,45,10,6,5,20,1,4,3
ENSG00000268458.1,3,10,3,4,4,1,2,3,3
ENSG00000268460.1,0,5,5,3,2,3,0,4,1
ENSG00000268461.2,2,13,3,0,1,5,0,0,0
ENSG00000268465.1,0,0,0,0,0,0,0,0,0
ENSG00000268469.1,3,6,1,1,4,4,2,11,6
ENSG00000268471.4,156,214,106,376,148,58,100,75,219
ENSG00000268472.2,2,14,22,11,16,29,9,20,7
ENSG00000268473.1,1,2,0,0,1,0,0,1,2
ENSG00000268475.1,0,0,0,0,0,0,0,0,0
ENSG00000268480.1,0,1,1,0,0,3,0,0,0
ENSG00000268483.1,0,0,1,0,0,1,0,0,0
ENSG00000268486.4,0,0,0,0,0,0,0,0,0
ENSG00000268496.1,11,41,20,25,44,16,20,32,25
ENSG00000268499.1,6,29,22,14,13,20,16,23,14
ENSG00000268500.4,1,0,0,1,2,1,6,0,1
ENSG00000268505.1,0,1,0,0,0,0,0,1,2
ENSG00000268509.2,1,2,1,5,12,13,7,6,4
ENSG00000268510.1,7,14,2,4,0,0,5,2,21
ENSG00000268516.2,171,1597,443,430,236,919,384,888,696
ENSG00000268518.1,0,0,0,0,0,0,0,0,0
ENSG00000268520.1,17,29,23,55,48,54,38,20,34
ENSG00000268521.1,33,108,91,124,82,99,58,138,59
ENSG00000268525.1,0,0,0,0,0,0,0,0,0
ENSG00000268529.1,2,50,35,11,5,2,17,4,45
ENSG00000268530.4,0,0,4,0,0,1,0,2,2
ENSG00000268531.3,1,1,0,0,0,0,0,0,0
ENSG00000268532.1,0,0,4,0,0,1,0,2,1
ENSG00000268533.1,6,7,3,12,5,14,3,1,5
ENSG00000268535.1,14,0,1,1,4,7,1,3,3
ENSG00000268536.1,0,2,0,2,2,1,1,1,0
ENSG00000268541.1,0,0,0,0,0,0,0,0,0
ENSG00000268543.1,23,74,26,49,24,54,17,62,39
ENSG00000268545.1,4,59,7,15,9,24,7,17,21
ENSG00000268549.1,5,131,94,2,10,128,2,22,3
ENSG00000268555.1,67,526,292,49,3,73,15,4,122
ENSG00000268560.1,0,0,6,0,3,12,0,1,0
ENSG00000268564.1,7,18,41,27,18,45,11,18,32
ENSG00000268565.1,0,0,0,0,0,0,0,0,0
ENSG00000268566.4,0,0,0,0,0,0,0,0,0
ENSG00000268568.1,38,36,2,33,25,20,13,43,10
ENSG00000268573.1,81,610,70,184,131,99,93,74,359
ENSG00000268575.1,429,301,406,903,300,295,205,421,796
ENSG00000268580.1,0,0,3,0,0,0,0,0,0
ENSG00000268581.1,1,1,2,2,4,0,4,0,3
ENSG00000268582.1,0,1,0,0,0,0,0,0,0
ENSG00000268583.1,15,42,35,40,40,43,48,61,22
ENSG00000268584.1,27,30,20,63,18,35,26,28,68
ENSG00000268589.1,0,0,1,0,0,0,0,0,1
ENSG00000268592.3,3,4,0,8,2,4,5,8,2
ENSG00000268593.3,0,0,0,0,0,0,0,0,0
ENSG00000268595.1,0,0,0,0,0,0,0,0,1
ENSG00000268597.1,0,0,0,0,0,0,0,0,0
ENSG00000268598.1,2,23,10,11,10,11,6,7,4
ENSG00000268601.1,0,13,5,0,0,0,1,2,9
ENSG00000268603.1,5,29,4,4,4,1,2,3,0
ENSG00000268605.1,0,0,0,0,0,0,0,0,0
ENSG00000268606.4,0,1,0,1,0,0,1,0,0
ENSG00000268614.1,0,0,1,0,1,1,6,0,1
ENSG00000268615.1,1,2,5,0,0,0,2,1,14
ENSG00000268618.1,7,5,8,8,1,25,17,2,2
ENSG00000268620.1,0,1,0,0,0,1,0,0,0
ENSG00000268621.4,1,3,2,1,0,2,0,0,0
ENSG00000268623.2,3,2,2,0,16,4,7,0,12
ENSG00000268628.2,0,12,20,0,2,15,2,5,11
ENSG00000268629.5,0,0,0,0,0,0,0,0,0
ENSG00000268635.2,1,9,6,4,7,7,3,3,19
ENSG00000268636.1,0,0,0,0,0,0,0,0,0
ENSG00000268643.1,0,0,0,0,0,0,0,0,0
ENSG00000268649.3,9,1,12,4,0,1,1,1,1
ENSG00000268650.3,1,7,4,1,1,2,4,1,7
ENSG00000268651.2,1,0,0,0,1,0,1,0,0
ENSG00000268652.1,1,1,0,3,4,4,0,1,2
ENSG00000268654.1,0,2,0,0,1,0,2,0,0
ENSG00000268655.1,4,4,2,8,9,12,3,19,8
ENSG00000268658.4,134,746,202,124,328,325,30,161,13
ENSG00000268659.2,11,30,364,9,3,128,14,160,24
ENSG00000268660.1,0,2,13,2,2,4,2,3,7
ENSG00000268663.1,0,1,0,0,0,2,0,0,0
ENSG00000268669.1,0,0,0,0,0,0,0,0,0
ENSG00000268670.1,69,49,136,114,105,259,252,105,93
ENSG00000268673.3,0,0,0,1,0,41,0,3,0
ENSG00000268677.1,0,0,0,0,0,0,0,0,0
ENSG00000268678.1,4,8,17,24,10,6,7,12,17
ENSG00000268681.1,0,1,0,0,1,0,0,0,1
ENSG00000268683.1,1,37,20,15,4,13,7,51,7
ENSG00000268685.1,0,0,0,0,0,0,0,0,0
ENSG00000268686.1,24,8,11,58,3,4,13,1,13
ENSG00000268696.1,0,8,3,1,0,2,0,2,0
ENSG00000268705.1,2,72,35,27,19,78,17,37,12
ENSG00000268707.1,4,7,9,4,11,12,9,20,4
ENSG00000268711.1,0,0,1,0,0,0,0,0,0
ENSG00000268713.1,159,297,125,193,129,170,113,132,155
ENSG00000268714.3,0,0,0,0,0,0,0,0,0
ENSG00000268717.1,0,0,0,0,0,0,0,0,0
ENSG00000268721.1,0,1,0,0,1,0,0,1,0
ENSG00000268723.1,0,3,0,0,1,1,1,1,1
ENSG00000268729.1,0,0,0,0,0,0,0,0,0
ENSG00000268731.1,0,3,2,6,5,14,1,5,2
ENSG00000268734.1,172,103,129,460,26,24,635,3,281
ENSG00000268736.1,0,0,2,0,0,0,2,0,2
ENSG00000268738.2,0,0,0,1,1,0,0,0,0
ENSG00000268739.1,0,0,0,0,0,0,0,0,0
ENSG00000268742.1,0,3,2,0,0,0,0,0,0
ENSG00000268743.1,18,21,28,38,6,8,39,30,48
ENSG00000268744.1,2,11,8,6,5,14,6,2,4
ENSG00000268745.1,0,0,0,0,0,0,0,0,0
ENSG00000268746.1,2,14,3,1,0,4,4,4,10
ENSG00000268747.1,7,8,10,6,24,17,2,16,3
ENSG00000268750.5,12,14,18,28,10,20,5,19,35
ENSG00000268751.1,12,13,4,17,13,10,13,36,6
ENSG00000268754.1,0,0,1,0,0,0,0,0,0
ENSG00000268756.1,51,75,60,66,47,65,71,49,28
ENSG00000268758.4,69,19,411,690,29,5,736,26,23
ENSG00000268764.1,39,130,42,60,37,48,44,56,62
ENSG00000268777.1,0,0,0,1,0,0,0,0,0
ENSG00000268784.1,0,0,0,0,0,0,0,0,0
ENSG00000268785.1,8,25,22,9,29,11,10,6,40
ENSG00000268789.1,0,0,0,0,0,0,0,0,0
ENSG00000268790.4,1,1,5,2,2,3,4,1,1
ENSG00000268794.1,0,0,0,1,0,0,0,0,0
ENSG00000268797.1,0,0,0,0,0,0,0,0,0
ENSG00000268798.1,53,40,72,44,61,95,70,212,53
ENSG00000268799.2,0,0,0,0,0,2,0,0,0
ENSG00000268803.1,0,0,0,0,0,0,0,0,0
ENSG00000268804.1,63,2,16,132,158,4,15,5,33
ENSG00000268810.1,0,0,0,0,0,0,0,0,0
ENSG00000268812.3,1,1,1,0,0,0,1,0,4
ENSG00000268818.2,0,0,0,0,1,0,0,1,2
ENSG00000268823.2,0,0,0,0,1,0,0,0,0
ENSG00000268830.1,0,0,0,0,0,1,1,0,0
ENSG00000268833.1,5,6,0,96,0,4,0,0,5
ENSG00000268834.1,0,1,0,0,0,0,0,0,0
ENSG00000268836.1,46,22,33,49,32,48,64,80,41
ENSG00000268839.1,0,1,0,0,0,0,0,0,0
ENSG00000268842.1,0,0,0,0,0,0,0,0,0
ENSG00000268845.1,2,0,19,8,1,0,15,2,0
ENSG00000268847.1,0,2,0,0,0,0,0,1,1
ENSG00000268849.4,182,19,268,352,304,246,491,82,89
ENSG00000268854.1,0,0,0,0,0,0,0,0,0
ENSG00000268858.2,474,273,315,697,472,367,605,309,377
ENSG00000268861.4,164,54,57,160,150,70,132,79,66
ENSG00000268864.3,1,6,4,3,1,2,0,1,2
ENSG00000268866.1,0,5,3,0,1,6,0,1,1
ENSG00000268869.4,1,53,1,3,2,1,1,1,3
ENSG00000268870.1,0,0,0,0,0,0,1,0,0
ENSG00000268873.1,0,0,16,0,0,3,1,22,0
ENSG00000268879.1,0,0,0,0,0,0,0,1,0
ENSG00000268883.2,4,0,0,0,0,0,4,2,0
ENSG00000268884.1,4,16,9,8,21,11,3,15,22
ENSG00000268886.1,0,0,0,0,1,0,0,0,0
ENSG00000268889.1,4,14,4,19,9,18,9,9,2
ENSG00000268892.1,0,12,1,1,5,8,0,1,1
ENSG00000268894.5,0,2,1,0,1,0,0,0,0
ENSG00000268895.4,300,148,181,360,240,229,370,249,261
ENSG00000268896.1,0,6,1,0,0,1,0,3,1
ENSG00000268902.2,0,0,0,0,0,0,0,0,0
ENSG00000268903.1,183,8,29,124,10,7,305,127,3
ENSG00000268906.1,0,0,0,0,0,0,1,0,0
ENSG00000268908.1,0,2,0,0,0,0,0,1,0
ENSG00000268912.1,163,150,171,338,100,313,324,349,206
ENSG00000268916.4,0,0,0,0,1,0,2,0,0
ENSG00000268922.1,0,0,0,0,0,0,0,0,0
ENSG00000268926.2,0,1,0,0,1,1,0,0,1
ENSG00000268931.1,19,13,4,6,4,58,21,10,2
ENSG00000268938.2,23,10,12,15,8,8,6,11,9
ENSG00000268940.4,0,1,0,0,0,0,10,0,0
ENSG00000268941.2,0,2,0,1,0,0,0,0,0
ENSG00000268942.2,1,1,6,3,2,4,1,1,3
ENSG00000268945.1,32,16,6,36,23,28,17,28,18
ENSG00000268947.1,49,160,93,142,94,55,90,79,88
ENSG00000268949.1,1,9,2,3,7,4,3,4,19
ENSG00000268951.1,0,0,1,0,0,0,0,0,0
ENSG00000268955.2,0,1,3,5,2,13,2,5,17
ENSG00000268957.1,0,17,0,1,2,8,0,2,0
ENSG00000268964.1,0,0,0,2,1,0,1,0,1
ENSG00000268967.1,0,0,0,0,0,0,0,0,1
ENSG00000268970.1,71,54,52,116,47,81,48,68,68
ENSG00000268975.1,0,0,0,0,0,0,2,1,0
ENSG00000268981.4,2,9,0,9,4,1,3,6,3
ENSG00000268983.1,0,0,0,0,0,0,0,0,0
ENSG00000268985.1,0,1,0,0,0,0,0,0,1
ENSG00000268987.1,21,39,26,9,25,46,13,30,10
ENSG00000268988.1,0,0,0,0,0,0,0,0,0
ENSG00000268991.2,0,1,0,2,0,0,0,1,0
ENSG00000268992.1,3,40,17,6,8,22,6,32,25
ENSG00000268993.1,0,0,0,0,0,0,0,0,1
ENSG00000268994.2,0,0,0,0,0,0,0,0,2
ENSG00000268995.1,0,0,0,0,0,0,0,0,0
ENSG00000268996.3,138,35,24,112,104,143,87,59,55
ENSG00000268997.1,0,0,0,0,0,0,1,0,0
ENSG00000269001.1,53,293,93,129,62,59,63,64,166
ENSG00000269009.1,1,1,3,0,1,0,0,0,0
ENSG00000269012.2,0,4,1,3,5,5,1,5,1
ENSG00000269014.1,0,1,0,0,0,0,0,1,1
ENSG00000269019.1,358,16,381,199,46,267,195,266,26
ENSG00000269021.1,0,0,0,0,0,15,0,0,0
ENSG00000269025.2,0,0,0,0,0,0,0,0,0
ENSG00000269026.2,0,0,0,0,1,1,1,1,1
ENSG00000269028.3,169,1007,754,260,427,608,125,78,237
ENSG00000269032.1,0,0,0,0,0,0,0,0,0
ENSG00000269035.1,0,0,0,0,0,0,0,0,0
ENSG00000269037.1,0,5,1,0,0,1,1,1,0
ENSG00000269038.1,21,25,21,39,11,20,13,12,26
ENSG00000269040.1,4,52,20,25,9,19,14,18,21
ENSG00000269043.1,0,8,0,0,0,3,1,7,1
ENSG00000269044.2,344,373,410,400,236,452,244,317,400
ENSG00000269050.1,14,5,9,12,8,10,12,16,3
ENSG00000269051.4,39,241,109,120,38,90,59,65,125
ENSG00000269053.1,0,0,0,0,0,0,0,0,0
ENSG00000269054.1,25,22,30,79,16,49,40,63,24
ENSG00000269055.1,0,0,0,0,0,0,0,1,0
ENSG00000269058.4,1,4,2,1,3,0,3,1,5
ENSG00000269066.1,76,102,171,86,142,158,183,190,129
ENSG00000269067.1,0,8,3,0,0,1,1,2,4
ENSG00000269068.1,0,41,14,0,0,4,4,10,17
ENSG00000269069.1,94,229,126,283,256,233,165,405,249
ENSG00000269072.1,4,4,26,11,3,3,19,4,7
ENSG00000269082.1,0,6,1,0,0,0,0,0,7
ENSG00000269085.1,0,0,0,0,0,0,0,0,0
ENSG00000269086.2,38,511,117,109,25,46,48,169,114
ENSG00000269091.4,7,11,9,11,5,13,8,10,6
ENSG00000269095.1,0,0,0,0,0,0,0,0,0
ENSG00000269096.5,0,0,0,0,0,0,3,0,0
ENSG00000269097.1,1,25,0,0,1,1,0,1,1
ENSG00000269099.2,0,0,1,0,0,0,0,0,0
ENSG00000269102.1,26,81,45,57,29,34,22,30,70
ENSG00000269103.2,0,1,0,0,2,2,0,2,0
ENSG00000269106.1,0,0,0,0,0,0,0,0,0
ENSG00000269107.1,0,0,0,0,0,0,0,0,0
ENSG00000269110.1,1,2,0,0,1,4,0,0,0
ENSG00000269113.3,2,16,1,0,1,44,1,5,12
ENSG00000269118.1,2,8,0,1,0,0,1,2,0
ENSG00000269119.1,6,24,10,6,11,7,2,7,30
ENSG00000269124.1,0,0,0,1,0,0,0,0,1
ENSG00000269125.1,2,0,0,5,0,8,1,0,7
ENSG00000269130.1,0,0,1,1,2,0,0,0,0
ENSG00000269131.1,1186,512,664,1703,708,951,631,961,916
ENSG00000269136.1,2,9,2,2,2,8,2,5,2
ENSG00000269138.1,1,2,3,1,0,0,1,0,0
ENSG00000269139.2,1,3,2,2,0,5,1,2,0
ENSG00000269145.2,0,0,0,0,0,0,0,0,0
ENSG00000269148.1,59,99,113,141,100,106,68,114,87
ENSG00000269151.1,0,0,0,0,0,0,0,0,0
ENSG00000269153.1,3,1,2,5,8,2,2,2,4
ENSG00000269154.1,0,0,0,0,0,0,1,0,0
ENSG00000269155.2,0,0,0,0,0,0,0,0,0
ENSG00000269161.1,13,25,15,31,12,12,12,8,15
ENSG00000269172.1,33,42,48,20,32,75,30,93,17
ENSG00000269176.2,62,63,43,69,46,53,61,46,76
